close,date,high,low,oi,open,symbol,time,volume
31054.65,2020-01-08,31185.0,31020.4,1439640.0,31185.0,BANKNIFTY-I,09:15:00,120760
31052.5,2020-01-08,31086.7,31052.0,1439640.0,31060.0,BANKNIFTY-I,09:16:00,77380
31010.3,2020-01-08,31050.1,31010.0,1531440.0,31049.05,BANKNIFTY-I,09:17:00,68180
31000.0,2020-01-08,31009.7,30971.8,1531440.0,31009.7,BANKNIFTY-I,09:18:00,71620
31005.05,2020-01-08,31045.0,31005.05,1531440.0,31013.1,BANKNIFTY-I,09:19:00,57340
31064.95,2020-01-08,31064.95,31004.1,1606180.0,31004.15,BANKNIFTY-I,09:20:00,51120
31144.2,2020-01-08,31176.0,31071.15,1606180.0,31071.15,BANKNIFTY-I,09:21:00,76200
31127.4,2020-01-08,31161.45,31111.0,1606180.0,31148.05,BANKNIFTY-I,09:22:00,64260
31112.9,2020-01-08,31149.5,31112.0,1646320.0,31132.1,BANKNIFTY-I,09:23:00,39480
31112.25,2020-01-08,31115.15,31061.05,1646320.0,31113.1,BANKNIFTY-I,09:24:00,45740
31081.95,2020-01-08,31119.0,31080.4,1646320.0,31112.5,BANKNIFTY-I,09:25:00,34020
31089.4,2020-01-08,31092.7,31073.85,1693700.0,31081.2,BANKNIFTY-I,09:26:00,23340
31103.3,2020-01-08,31106.6,31075.05,1693700.0,31085.0,BANKNIFTY-I,09:27:00,22580
31154.7,2020-01-08,31159.6,31096.85,1693700.0,31100.0,BANKNIFTY-I,09:28:00,25640
31126.05,2020-01-08,31156.4,31124.8,1723820.0,31156.4,BANKNIFTY-I,09:29:00,43640
31139.65,2020-01-08,31166.15,31120.05,1723820.0,31129.4,BANKNIFTY-I,09:30:00,28840
31144.9,2020-01-08,31160.0,31142.35,1723820.0,31143.1,BANKNIFTY-I,09:31:00,21000
31089.2,2020-01-08,31145.05,31089.2,1741060.0,31144.05,BANKNIFTY-I,09:32:00,23940
31137.65,2020-01-08,31141.65,31090.0,1741060.0,31090.0,BANKNIFTY-I,09:33:00,18800
31119.5,2020-01-08,31141.0,31116.9,1741060.0,31133.25,BANKNIFTY-I,09:34:00,15040
31130.7,2020-01-08,31130.7,31105.0,1761480.0,31117.0,BANKNIFTY-I,09:35:00,16680
31119.75,2020-01-08,31143.4,31112.35,1761480.0,31127.35,BANKNIFTY-I,09:36:00,12100
31125.8,2020-01-08,31127.4,31104.0,1761480.0,31125.15,BANKNIFTY-I,09:37:00,14740
31132.65,2020-01-08,31138.05,31121.05,1776220.0,31125.0,BANKNIFTY-I,09:38:00,10780
31138.0,2020-01-08,31145.0,31116.1,1776220.0,31132.55,BANKNIFTY-I,09:39:00,17940
31140.0,2020-01-08,31142.85,31128.95,1776220.0,31140.75,BANKNIFTY-I,09:40:00,18900
31160.0,2020-01-08,31175.0,31141.55,1801900.0,31141.95,BANKNIFTY-I,09:41:00,31900
31237.35,2020-01-08,31250.0,31163.25,1801900.0,31163.25,BANKNIFTY-I,09:42:00,72900
31249.85,2020-01-08,31250.0,31222.6,1801900.0,31239.95,BANKNIFTY-I,09:43:00,37900
31335.4,2020-01-08,31369.0,31248.1,1793900.0,31250.0,BANKNIFTY-I,09:44:00,91320
31390.0,2020-01-08,31458.4,31333.0,1793900.0,31337.05,BANKNIFTY-I,09:45:00,99040
31340.95,2020-01-08,31387.8,31302.35,1793900.0,31380.0,BANKNIFTY-I,09:46:00,45340
31270.85,2020-01-08,31349.85,31265.0,1771560.0,31340.0,BANKNIFTY-I,09:47:00,25020
31283.25,2020-01-08,31316.5,31264.5,1771560.0,31264.5,BANKNIFTY-I,09:48:00,21660
31311.25,2020-01-08,31333.35,31280.0,1771560.0,31283.25,BANKNIFTY-I,09:49:00,17260
31300.0,2020-01-08,31323.8,31290.0,1774440.0,31309.4,BANKNIFTY-I,09:50:00,13620
31270.45,2020-01-08,31304.8,31264.65,1774440.0,31298.1,BANKNIFTY-I,09:51:00,14000
31264.8,2020-01-08,31276.0,31233.85,1774440.0,31275.4,BANKNIFTY-I,09:52:00,28740
31261.3,2020-01-08,31300.0,31261.3,1778540.0,31269.95,BANKNIFTY-I,09:53:00,19620
31266.0,2020-01-08,31279.05,31260.0,1778540.0,31260.0,BANKNIFTY-I,09:54:00,16980
31308.1,2020-01-08,31308.1,31265.25,1778540.0,31266.35,BANKNIFTY-I,09:55:00,16700
31296.9,2020-01-08,31326.75,31290.9,1801020.0,31320.0,BANKNIFTY-I,09:56:00,13380
31279.55,2020-01-08,31311.8,31274.3,1801020.0,31297.6,BANKNIFTY-I,09:57:00,12120
31280.1,2020-01-08,31285.05,31271.4,1801020.0,31277.35,BANKNIFTY-I,09:58:00,15920
31233.3,2020-01-08,31285.05,31232.0,1816240.0,31284.95,BANKNIFTY-I,09:59:00,22160
31250.8,2020-01-08,31254.0,31230.0,1816240.0,31234.15,BANKNIFTY-I,10:00:00,19600
31234.35,2020-01-08,31255.0,31215.65,1816240.0,31250.0,BANKNIFTY-I,10:01:00,23160
31245.55,2020-01-08,31250.0,31230.0,1840500.0,31232.2,BANKNIFTY-I,10:02:00,8560
31224.25,2020-01-08,31251.0,31205.05,1840500.0,31249.0,BANKNIFTY-I,10:03:00,15520
31206.0,2020-01-08,31234.0,31204.0,1840500.0,31225.0,BANKNIFTY-I,10:04:00,10120
31223.0,2020-01-08,31233.4,31201.0,1850400.0,31206.95,BANKNIFTY-I,10:05:00,13060
31251.5,2020-01-08,31262.85,31220.1,1850400.0,31223.05,BANKNIFTY-I,10:06:00,12520
31235.1,2020-01-08,31258.05,31230.0,1850400.0,31256.35,BANKNIFTY-I,10:07:00,9880
31242.25,2020-01-08,31255.0,31231.65,1863700.0,31237.05,BANKNIFTY-I,10:08:00,5160
31264.0,2020-01-08,31264.5,31237.35,1863700.0,31242.25,BANKNIFTY-I,10:09:00,8900
31276.35,2020-01-08,31294.95,31262.2,1863700.0,31264.5,BANKNIFTY-I,10:10:00,18660
31251.2,2020-01-08,31291.6,31251.0,1876420.0,31273.15,BANKNIFTY-I,10:11:00,9220
31237.05,2020-01-08,31257.4,31226.2,1876420.0,31257.4,BANKNIFTY-I,10:12:00,10280
31245.95,2020-01-08,31256.0,31236.55,1876420.0,31238.15,BANKNIFTY-I,10:13:00,5140
31245.05,2020-01-08,31257.9,31241.1,1881160.0,31246.05,BANKNIFTY-I,10:14:00,3920
31270.0,2020-01-08,31282.55,31250.0,1881160.0,31250.0,BANKNIFTY-I,10:15:00,4980
31287.1,2020-01-08,31287.6,31270.0,1881160.0,31270.35,BANKNIFTY-I,10:16:00,3920
31309.5,2020-01-08,31328.95,31288.5,1880520.0,31288.5,BANKNIFTY-I,10:17:00,19800
31321.2,2020-01-08,31361.9,31309.5,1880520.0,31309.5,BANKNIFTY-I,10:18:00,24820
31318.4,2020-01-08,31325.85,31305.9,1880520.0,31321.2,BANKNIFTY-I,10:19:00,12220
31306.65,2020-01-08,31325.05,31305.7,1878620.0,31317.95,BANKNIFTY-I,10:20:00,11180
31324.7,2020-01-08,31339.05,31306.65,1878620.0,31306.65,BANKNIFTY-I,10:21:00,14680
31332.0,2020-01-08,31337.8,31321.65,1878620.0,31323.25,BANKNIFTY-I,10:22:00,11520
31315.15,2020-01-08,31335.0,31310.0,1890400.0,31325.0,BANKNIFTY-I,10:23:00,20420
31308.7,2020-01-08,31329.8,31299.95,1890400.0,31315.0,BANKNIFTY-I,10:24:00,14740
31291.25,2020-01-08,31325.0,31291.25,1890400.0,31310.55,BANKNIFTY-I,10:25:00,10140
31275.6,2020-01-08,31297.9,31270.05,1905020.0,31297.9,BANKNIFTY-I,10:26:00,13220
31306.7,2020-01-08,31307.55,31273.75,1905020.0,31275.6,BANKNIFTY-I,10:27:00,8100
31301.0,2020-01-08,31313.5,31298.0,1905020.0,31302.0,BANKNIFTY-I,10:28:00,7020
31290.0,2020-01-08,31301.55,31290.0,1911860.0,31301.0,BANKNIFTY-I,10:29:00,6200
31284.0,2020-01-08,31300.0,31280.95,1911860.0,31291.0,BANKNIFTY-I,10:30:00,8260
31275.6,2020-01-08,31293.9,31268.4,1911860.0,31282.3,BANKNIFTY-I,10:31:00,8680
31269.0,2020-01-08,31280.1,31260.3,1913120.0,31274.55,BANKNIFTY-I,10:32:00,8000
31262.4,2020-01-08,31274.3,31261.35,1913120.0,31269.0,BANKNIFTY-I,10:33:00,5540
31280.0,2020-01-08,31288.9,31268.05,1913120.0,31268.05,BANKNIFTY-I,10:34:00,6180
31275.0,2020-01-08,31281.7,31259.9,1911100.0,31280.0,BANKNIFTY-I,10:35:00,5080
31277.95,2020-01-08,31285.0,31273.15,1911100.0,31275.0,BANKNIFTY-I,10:36:00,4100
31266.65,2020-01-08,31278.8,31265.1,1911100.0,31278.8,BANKNIFTY-I,10:37:00,2580
31256.6,2020-01-08,31271.1,31250.05,1912660.0,31271.1,BANKNIFTY-I,10:38:00,7640
31270.0,2020-01-08,31270.8,31244.8,1912660.0,31250.1,BANKNIFTY-I,10:39:00,8380
31255.3,2020-01-08,31272.75,31250.5,1912660.0,31266.65,BANKNIFTY-I,10:40:00,3000
31249.75,2020-01-08,31267.95,31244.3,1912120.0,31259.9,BANKNIFTY-I,10:41:00,4460
31250.0,2020-01-08,31259.0,31244.1,1912120.0,31249.75,BANKNIFTY-I,10:42:00,5560
31263.0,2020-01-08,31267.25,31244.0,1912120.0,31250.0,BANKNIFTY-I,10:43:00,5380
31244.0,2020-01-08,31265.0,31241.2,1914440.0,31260.0,BANKNIFTY-I,10:44:00,4620
31243.5,2020-01-08,31249.8,31232.95,1914440.0,31244.9,BANKNIFTY-I,10:45:00,6560
31291.65,2020-01-08,31303.05,31244.0,1914440.0,31244.0,BANKNIFTY-I,10:46:00,16140
31280.05,2020-01-08,31302.95,31280.0,1914380.0,31297.3,BANKNIFTY-I,10:47:00,4400
31284.0,2020-01-08,31286.45,31268.8,1914380.0,31281.1,BANKNIFTY-I,10:48:00,4260
31279.5,2020-01-08,31298.0,31275.0,1914380.0,31280.1,BANKNIFTY-I,10:49:00,6380
31268.0,2020-01-08,31282.95,31268.0,1916120.0,31279.5,BANKNIFTY-I,10:50:00,2080
31260.0,2020-01-08,31274.5,31260.0,1916120.0,31267.05,BANKNIFTY-I,10:51:00,2640
31265.0,2020-01-08,31267.7,31255.0,1916120.0,31260.0,BANKNIFTY-I,10:52:00,5760
31260.05,2020-01-08,31274.45,31257.0,1918720.0,31262.05,BANKNIFTY-I,10:53:00,4380
31250.0,2020-01-08,31267.3,31246.5,1918720.0,31260.05,BANKNIFTY-I,10:54:00,10120
31250.0,2020-01-08,31254.05,31240.35,1918720.0,31247.9,BANKNIFTY-I,10:55:00,9160
31233.7,2020-01-08,31250.0,31218.45,1924220.0,31250.0,BANKNIFTY-I,10:56:00,11600
31238.3,2020-01-08,31246.9,31232.3,1924220.0,31233.4,BANKNIFTY-I,10:57:00,6520
31227.05,2020-01-08,31243.05,31227.05,1924220.0,31240.0,BANKNIFTY-I,10:58:00,4080
31210.1,2020-01-08,31230.15,31210.05,1928300.0,31227.05,BANKNIFTY-I,10:59:00,12000
31232.0,2020-01-08,31240.0,31210.85,1928300.0,31215.5,BANKNIFTY-I,11:00:00,6760
31224.05,2020-01-08,31230.0,31215.6,1928300.0,31227.5,BANKNIFTY-I,11:01:00,4500
31225.0,2020-01-08,31230.0,31216.15,1929340.0,31224.1,BANKNIFTY-I,11:02:00,2880
31235.0,2020-01-08,31239.3,31224.5,1929340.0,31225.0,BANKNIFTY-I,11:03:00,4440
31242.65,2020-01-08,31248.05,31234.85,1929340.0,31235.0,BANKNIFTY-I,11:04:00,5160
31220.0,2020-01-08,31242.85,31220.0,1933800.0,31242.65,BANKNIFTY-I,11:05:00,5380
31202.0,2020-01-08,31220.0,31187.2,1933800.0,31220.0,BANKNIFTY-I,11:06:00,24920
31193.0,2020-01-08,31213.85,31188.1,1933800.0,31203.05,BANKNIFTY-I,11:07:00,10680
31180.0,2020-01-08,31204.85,31171.0,1930420.0,31193.3,BANKNIFTY-I,11:08:00,20720
31193.0,2020-01-08,31200.0,31173.0,1930420.0,31180.0,BANKNIFTY-I,11:09:00,7320
31175.0,2020-01-08,31193.35,31169.5,1930420.0,31193.35,BANKNIFTY-I,11:10:00,10920
31176.0,2020-01-08,31181.0,31171.4,1936240.0,31175.0,BANKNIFTY-I,11:11:00,4420
31170.0,2020-01-08,31176.0,31156.2,1936240.0,31176.0,BANKNIFTY-I,11:12:00,11420
31185.0,2020-01-08,31190.0,31170.0,1936240.0,31170.0,BANKNIFTY-I,11:13:00,10280
31162.2,2020-01-08,31185.0,31162.2,1938840.0,31185.0,BANKNIFTY-I,11:14:00,9620
31170.0,2020-01-08,31170.0,31150.0,1938840.0,31161.55,BANKNIFTY-I,11:15:00,15880
31174.0,2020-01-08,31179.9,31164.75,1938840.0,31166.35,BANKNIFTY-I,11:16:00,4240
31169.95,2020-01-08,31185.0,31163.0,1942020.0,31174.0,BANKNIFTY-I,11:17:00,8220
31185.0,2020-01-08,31187.0,31165.0,1942020.0,31169.95,BANKNIFTY-I,11:18:00,3680
31179.1,2020-01-08,31186.0,31175.0,1942020.0,31185.0,BANKNIFTY-I,11:19:00,4220
31175.0,2020-01-08,31186.35,31175.0,1943500.0,31185.0,BANKNIFTY-I,11:20:00,3640
31170.0,2020-01-08,31181.6,31170.0,1943500.0,31175.0,BANKNIFTY-I,11:21:00,4380
31178.75,2020-01-08,31184.05,31160.95,1943500.0,31172.95,BANKNIFTY-I,11:22:00,3640
31181.0,2020-01-08,31182.45,31175.0,1945960.0,31179.25,BANKNIFTY-I,11:23:00,2580
31168.9,2020-01-08,31181.0,31165.0,1945960.0,31181.0,BANKNIFTY-I,11:24:00,4520
31162.1,2020-01-08,31179.7,31159.45,1945960.0,31165.0,BANKNIFTY-I,11:25:00,3560
31151.6,2020-01-08,31167.7,31145.45,1945540.0,31162.1,BANKNIFTY-I,11:26:00,7880
31146.15,2020-01-08,31160.0,31132.45,1945540.0,31151.6,BANKNIFTY-I,11:27:00,11500
31145.5,2020-01-08,31159.75,31143.5,1945540.0,31150.0,BANKNIFTY-I,11:28:00,5420
31160.75,2020-01-08,31160.75,31147.05,1941200.0,31150.0,BANKNIFTY-I,11:29:00,9740
31165.9,2020-01-08,31168.75,31155.0,1941200.0,31160.75,BANKNIFTY-I,11:30:00,5460
31156.95,2020-01-08,31166.45,31151.35,1941200.0,31165.05,BANKNIFTY-I,11:31:00,5100
31142.75,2020-01-08,31157.4,31140.2,1939360.0,31150.0,BANKNIFTY-I,11:32:00,3980
31127.4,2020-01-08,31144.75,31123.65,1939360.0,31140.25,BANKNIFTY-I,11:33:00,8720
31128.65,2020-01-08,31135.75,31123.0,1939360.0,31132.75,BANKNIFTY-I,11:34:00,9980
31122.9,2020-01-08,31131.1,31118.3,1941520.0,31130.0,BANKNIFTY-I,11:35:00,7800
31129.5,2020-01-08,31130.0,31117.75,1941520.0,31122.9,BANKNIFTY-I,11:36:00,7160
31127.0,2020-01-08,31137.0,31124.35,1941520.0,31133.15,BANKNIFTY-I,11:37:00,6260
31150.35,2020-01-08,31164.3,31120.0,1944300.0,31127.6,BANKNIFTY-I,11:38:00,13960
31147.9,2020-01-08,31157.25,31140.1,1944300.0,31150.35,BANKNIFTY-I,11:39:00,5280
31150.05,2020-01-08,31159.4,31140.0,1944300.0,31147.9,BANKNIFTY-I,11:40:00,6180
31152.05,2020-01-08,31158.65,31144.0,1943000.0,31154.0,BANKNIFTY-I,11:41:00,4380
31154.0,2020-01-08,31154.0,31143.45,1943000.0,31153.0,BANKNIFTY-I,11:42:00,1960
31134.9,2020-01-08,31154.0,31133.4,1943000.0,31154.0,BANKNIFTY-I,11:43:00,4700
31138.75,2020-01-08,31145.0,31131.05,1942660.0,31131.3,BANKNIFTY-I,11:44:00,4020
31135.0,2020-01-08,31146.9,31130.0,1942660.0,31138.75,BANKNIFTY-I,11:45:00,4060
31134.65,2020-01-08,31134.65,31120.0,1942660.0,31129.95,BANKNIFTY-I,11:46:00,5220
31125.35,2020-01-08,31131.65,31115.65,1941720.0,31127.55,BANKNIFTY-I,11:47:00,8740
31123.0,2020-01-08,31134.95,31115.0,1941720.0,31125.3,BANKNIFTY-I,11:48:00,3320
31142.0,2020-01-08,31142.0,31122.0,1941720.0,31123.0,BANKNIFTY-I,11:49:00,2960
31181.45,2020-01-08,31205.0,31144.9,1936620.0,31144.9,BANKNIFTY-I,11:50:00,31800
31188.6,2020-01-08,31201.0,31180.0,1936620.0,31181.45,BANKNIFTY-I,11:51:00,8060
31168.05,2020-01-08,31188.6,31168.05,1936620.0,31188.6,BANKNIFTY-I,11:52:00,4240
31165.05,2020-01-08,31175.0,31160.95,1937020.0,31168.05,BANKNIFTY-I,11:53:00,4860
31150.85,2020-01-08,31169.7,31146.0,1937020.0,31169.7,BANKNIFTY-I,11:54:00,8160
31160.0,2020-01-08,31160.0,31147.9,1937020.0,31151.2,BANKNIFTY-I,11:55:00,3680
31171.95,2020-01-08,31176.0,31155.2,1936940.0,31160.0,BANKNIFTY-I,11:56:00,4900
31177.85,2020-01-08,31189.9,31168.3,1936940.0,31170.0,BANKNIFTY-I,11:57:00,7780
31180.35,2020-01-08,31180.35,31170.05,1936940.0,31180.0,BANKNIFTY-I,11:58:00,4080
31176.95,2020-01-08,31187.15,31169.15,1937900.0,31180.35,BANKNIFTY-I,11:59:00,4360
31157.1,2020-01-08,31176.0,31157.1,1937900.0,31172.5,BANKNIFTY-I,12:00:00,10060
31183.9,2020-01-08,31189.0,31158.1,1937900.0,31161.95,BANKNIFTY-I,12:01:00,5560
31178.95,2020-01-08,31185.55,31173.1,1939340.0,31184.5,BANKNIFTY-I,12:02:00,3020
31180.5,2020-01-08,31187.3,31164.1,1939340.0,31180.0,BANKNIFTY-I,12:03:00,11320
31167.45,2020-01-08,31182.0,31165.0,1939340.0,31180.5,BANKNIFTY-I,12:04:00,3000
31143.75,2020-01-08,31167.9,31141.9,1939060.0,31167.45,BANKNIFTY-I,12:05:00,11780
31135.85,2020-01-08,31147.95,31135.1,1939060.0,31141.8,BANKNIFTY-I,12:06:00,11200
31138.1,2020-01-08,31145.0,31135.65,1939060.0,31140.0,BANKNIFTY-I,12:07:00,4900
31140.0,2020-01-08,31140.9,31127.0,1937860.0,31138.1,BANKNIFTY-I,12:08:00,3580
31144.65,2020-01-08,31144.65,31135.0,1937860.0,31140.0,BANKNIFTY-I,12:09:00,3140
31148.0,2020-01-08,31159.6,31135.0,1937860.0,31135.0,BANKNIFTY-I,12:10:00,5400
31140.5,2020-01-08,31148.0,31140.2,1935820.0,31148.0,BANKNIFTY-I,12:11:00,1840
31147.55,2020-01-08,31150.0,31140.5,1935820.0,31140.5,BANKNIFTY-I,12:12:00,1320
31159.4,2020-01-08,31171.65,31148.0,1935820.0,31149.0,BANKNIFTY-I,12:13:00,5040
31151.9,2020-01-08,31165.1,31148.0,1934860.0,31159.4,BANKNIFTY-I,12:14:00,1640
31136.05,2020-01-08,31152.0,31135.0,1934860.0,31150.0,BANKNIFTY-I,12:15:00,3100
31135.0,2020-01-08,31142.4,31134.0,1934860.0,31138.0,BANKNIFTY-I,12:16:00,1220
31124.15,2020-01-08,31139.75,31121.0,1935660.0,31135.0,BANKNIFTY-I,12:17:00,4300
31133.0,2020-01-08,31140.05,31122.7,1935660.0,31124.0,BANKNIFTY-I,12:18:00,2720
31132.0,2020-01-08,31136.15,31126.0,1935660.0,31133.0,BANKNIFTY-I,12:19:00,1520
31147.8,2020-01-08,31153.35,31130.0,1937040.0,31130.0,BANKNIFTY-I,12:20:00,3080
31143.1,2020-01-08,31158.5,31143.1,1937040.0,31147.9,BANKNIFTY-I,12:21:00,3360
